ID,past_0_29,past_30_59,past_60_89,past_90_119,past_120_149,past_150_plus,paid_off_month,no_loan_month,total_months,never_had_loan
5065761,6,,,,,,11,,17,0
5065762,5,,,,,,,,5,0
5065763,6,,,,,,14,,20,0
5065764,10,,,,,,6,1,17,0
5065765,6,,,,,,19,,25,0
5065766,6,,,,,,19,,25,0
5065767,8,1,,,,,,1,10,0
5065768,6,,,,,,2,,8,0
5065769,2,,,,,,8,,10,0
5065770,,,,,,,,5,5,1
5065771,5,,,,,,9,1,15,0
5065772,3,,,,,,,,3,0
5065773,3,,,,,,,,3,0
5065774,4,,,,,,7,1,12,0
5065775,3,,,,,,,,3,0
5065776,,,,,,,,5,5,1
5065779,3,,,,,,4,,7,0
5065781,4,,,,,,5,,9,0
5065782,,,,,,,5,4,9,0
5065784,4,,,,,,44,,48,0
5065786,19,,,,,,,1,20,0
5065787,5,1,,,,,14,,20,0
5065788,4,,,,,,19,,23,0
5065789,8,,,,,,,1,9,0
5065790,9,,,,,,,,9,0
5065791,8,,,,,,,18,26,0
5065792,8,,,,,,,1,9,0
5065793,8,,,,,,,43,51,0
5065795,8,,,,,,,1,9,0
5065796,2,,,,,,,,2,0
5065797,8,,,,,,,,8,0
5065798,1,,,,,,3,3,7,0
5065799,,,,,,,,7,7,1
5065800,7,,,,,,14,,21,0
5065801,10,,,,,,27,,37,0
5065803,9,,,,,,11,,20,0
5065804,,,,,,,,11,11,1
5065805,1,,,,,,,2,3,0
5065806,1,,,,,,,2,3,0
5065807,6,,,,,,11,,17,0
5065808,1,,,,,,,2,3,0
5065809,1,,,,,,,1,2,0
5065810,1,,,,,,,2,3,0
5065811,5,,,,,,,6,11,0
5065812,1,,,,,,,1,2,0
5065813,3,,,,,,,1,4,0
5065815,23,,,,,,1,,24,0
5065816,4,,,,,,,,4,0
5065817,2,2,,,,,,,4,0
5065818,1,,,,,,17,,18,0
5065819,,,,,,,,21,21,1
5065820,4,,,,,,38,,42,0
5065821,,,,,,,,1,1,1
5065822,6,,,,,,2,,8,0
5065823,5,,,,,,50,1,56,0
5065824,6,,,,,,30,,36,0
5065828,2,,,,,,17,1,20,0
5065829,4,,,,,,,5,9,0
5065830,4,,,,,,,5,9,0
5065831,2,,,,,,17,1,20,0
5065832,6,,,,,,13,,19,0
5065833,10,1,,,,,,,11,0
5065835,3,,,,,,21,,24,0
5065836,2,,,,,,58,,60,0
5065837,5,,,,,,10,,15,0
5065838,7,,,,,,1,,8,0
5065839,13,,,,,,,,13,0
5065841,5,,,,,,,3,8,0
5066361,5,,,,,,2,,7,0
5066362,10,,,,,,14,,24,0
5066363,7,,,,,,37,1,45,0
5066364,10,,,,,,26,,36,0
5066365,6,,,,,,,,6,0
5066367,7,,,,,,22,1,30,0
5066368,17,,,,,,,11,28,0
5066369,9,,,,,,,6,15,0
5066370,21,,,,,,,14,35,0
5066371,15,,,,,,,10,25,0
5066372,21,,,,,,,15,36,0
5066373,52,2,1,,,,,1,56,0
5066378,,,,,,,31,17,48,0
5066379,15,,,,,,,,15,0
5066380,,,,,,,,14,14,1
5066381,,,,,,,,6,6,1
5066382,15,,,,,,13,,28,0
5066383,,,,,,,6,17,23,0
5066384,15,,,,,,13,,28,0
5066388,16,,,,,,15,8,39,0
5066390,,,,,,,,22,22,1
5066391,16,,,,,,9,8,33,0
5066394,7,,,,,,22,1,30,0
5066398,6,,,,,,11,,17,0
5066399,7,,,,,,22,1,30,0
5066400,7,,,,,,21,1,29,0
5066402,12,,,,,,22,,34,0
5066403,6,,,,,,11,,17,0
5066404,6,,,,,,9,,15,0
5066406,,,,,,,,19,19,1
5066407,,,,,,,11,10,21,0
5066411,,,,,,,30,2,32,0
5066412,8,,,,,,,1,9,0
5066414,,,,,,,,8,8,1
5066415,7,,,,,,7,,14,0
5066416,,,,,,,,8,8,1
5066417,5,2,,,,,,2,9,0
5066418,12,,,,,,,,12,0
5066419,10,,,,,,,1,11,0
5066420,37,1,,,,,,,38,0
5066421,5,,,,,,,,5,0
5066422,5,,,,,,,,5,0
5066423,10,,,,,,,1,11,0
5066425,8,,,,,,,,8,0
5066426,10,,,,,,,1,11,0
5066427,4,,,,,,,6,10,0
5066428,2,,,,,,,,2,0
5066429,3,,,,,,,5,8,0
5066430,10,,,,,,,,10,0
5066431,2,,,,,,17,5,24,0
5066432,6,,,,,,,,6,0
5066433,6,,,,,,43,,49,0
5066434,10,,,,,,2,,12,0
5066435,31,,1,,,,,1,33,0
5066436,3,,,,,,12,,15,0
5066437,3,,,,,,12,,15,0
5066441,35,,1,,,,,1,37,0
5066442,13,,,,,,13,,26,0
5066443,29,,,,,,,3,32,0
5066444,13,,,,,,13,,26,0
5066445,13,,,,,,13,,26,0
5066446,9,,,,,,4,,13,0
5066447,6,,,,,,20,,26,0
5066448,6,,,,,,26,,32,0
5066449,4,4,,,,,42,,50,0
5066450,1,2,,,,,,,3,0
5066451,6,,,,,,13,1,20,0
5066452,5,3,,,,,4,,12,0
5066453,3,,,,,,,1,4,0
5066454,3,,,,,,,1,4,0
5066458,17,7,,,,,23,1,48,0
5066463,,,,,,,,4,4,1
5066464,,,,,,,,53,53,1
5066465,9,,,,,,,1,10,0
5066466,11,,,,,,8,3,22,0
5066467,14,,,,,,2,,16,0
5066471,5,,,,,,,1,6,0
5066472,5,,,,,,,,5,0
5066473,10,2,,,,,5,,17,0
5066474,12,,,,,,6,,18,0
5066475,10,2,,,,,5,,17,0
5066477,16,,,,,,,2,18,0
5066478,10,2,,,,,6,,18,0
5066480,9,,,,,,25,,34,0
5066481,5,,,,,,,2,7,0
5066482,12,,,,,,3,,15,0
5066483,4,,,,,,27,,31,0
5066484,23,,,,,,,1,24,0
5066486,,,,,,,,23,23,1
5066487,23,,,,,,,1,24,0
5066488,23,,,,,,,1,24,0
5066490,8,2,,,,,,1,11,0
5066491,8,2,,,,,,1,11,0
5066492,7,2,,,,,,2,11,0
5066493,7,,,,,,3,,10,0
5066495,9,,,,,,37,1,47,0
5066496,9,,,,,,30,1,40,0
5066497,9,,,,,,1,1,11,0
5066498,9,,,,,,42,1,52,0
5066499,9,,,,,,31,1,41,0
5066500,9,,,,,,37,1,47,0
5066501,6,,,,,,18,,24,0
5066502,4,,,,,,,3,7,0
5066504,5,,,,,,7,,12,0
5066505,10,,,,,,18,,28,0
5066506,5,,,,,,,,5,0
5066507,2,,,,,,,4,6,0
5066508,12,,,,,,,1,13,0
5066509,12,,,,,,29,,41,0
5066510,12,,,,,,,1,13,0
5066511,4,,,,,,,1,5,0
5066512,4,,,,,,11,,15,0
5066513,12,,,,,,,1,13,0
5066514,23,,,,,,11,,34,0
5066516,4,,,,,,15,1,20,0
5066517,34,,,,,,3,,37,0
5066518,10,,,,,,24,,34,0
5066519,11,,,,,,45,,56,0
5066520,,,,,,,,9,9,1
5066521,13,1,,,,,17,,31,0
5066522,,,,,,,,9,9,1
5066523,24,,,,,,,,24,0
5066529,8,,,,,,20,3,31,0
5066530,18,2,,,,,,1,21,0
5066531,8,,,,,,21,3,32,0
5066532,8,,,,,,9,3,20,0
5066533,11,,,,,,3,1,15,0
5066534,8,,,,,,4,3,15,0
5066535,3,,,,,,35,,38,0
5066536,6,,,,,,11,,17,0
5066539,,,,,,,,5,5,1
5066540,,,,,,,7,12,19,0
5066542,13,,,,,,,1,14,0
5066543,12,,,,,,18,,30,0
5066544,,,,,,,,16,16,1
5066546,2,,,,,,12,,14,0
5066547,10,,,,,,26,2,38,0
5066548,2,,,,,,5,1,8,0
5066549,10,,,,,,2,2,14,0
5066550,2,,,,,,,4,6,0
5066551,10,,,,,,3,2,15,0
5066553,6,,,,,,3,,9,0
5066554,27,,,,,,,33,60,0
5066558,,,,,,,,8,8,1
5066559,,,,,,,,20,20,1
5066561,6,,,,,,9,,15,0
5066562,3,,,,,,,1,4,0
5066563,3,,,,,,,,3,0
5066565,8,,,,,,,22,30,0
5066566,,,,,,,,5,5,1
5066569,,,,,,,,7,7,1
5066570,10,,,,,,11,,21,0
5066571,10,,,,,,9,,19,0
5066572,10,,,,,,22,,32,0
5066574,19,,,,,,,,19,0
5066581,10,,,,,,19,,29,0
5066582,,,,,,,,20,20,1
5066583,,,,,,,,2,2,1
5066586,4,,,,,,,4,8,0
5066587,6,,,,,,,1,7,0
5066588,6,,,,,,,1,7,0
5066589,,,,,,,,30,30,1
5066590,11,,,,,,,2,13,0
5066591,11,,,,,,,2,13,0
5066592,11,,,,,,19,,30,0
5066595,11,,,,,,,2,13,0
5066596,11,,,,,,,2,13,0
5066597,11,,,,,,,2,13,0
5066598,11,,,,,,,2,13,0
5066601,11,,,,,,,2,13,0
5066602,11,,,,,,,1,12,0
5066603,4,,,,,,16,,20,0
5066604,4,,,,,,,2,6,0
5066605,4,,,,,,,2,6,0
5066606,5,,,,,,,,5,0
5066607,4,,,,,,,2,6,0
5066610,3,,,,,,11,,14,0
5066611,5,,,,,,16,,21,0
5066612,9,,,,,,,1,10,0
5066614,7,,,,,,2,1,10,0
5066615,6,,,,,,13,1,20,0
5066616,9,1,,,,,,1,11,0
5066617,6,,,,,,5,1,12,0
5066618,9,,,,,,,3,12,0
5066619,6,,,,,,13,1,20,0
5066620,5,,,,,,,,5,0
5066621,23,,,,,,,6,29,0
5066622,6,,,,,,3,1,10,0
5066625,4,,,,,,25,,29,0
5066626,7,,,,,,3,,10,0
5066627,9,,,,,,7,,16,0
5066631,5,,,,,,30,,35,0
5066632,,,,,,,43,6,49,0
5066635,7,,,,,,,1,8,0
5066636,34,,,,,,,,34,0
5066637,11,4,,,,,18,1,34,0
5066643,9,,,,,,41,,50,0
5066644,28,,,,,,33,,61,0
5066646,19,,,,,,,18,37,0
5066647,14,,,,,,2,2,18,0
5066648,1,,,,,,15,34,50,0
5066650,14,,,,,,2,2,18,0
5066651,1,,,,,,16,34,51,0
5066652,14,,,,,,2,2,18,0
5066653,1,,,,,,10,34,45,0
5066654,14,,,,,,2,2,18,0
5066655,14,,,,,,2,2,18,0
5066656,14,,,,,,2,2,18,0
5066657,14,,,,,,2,2,18,0
5066658,,,,,,,,14,14,1
5066659,14,,,,,,2,2,18,0
5066660,,,,,,,,18,18,1
5066661,,,,,,,,25,25,1
5066662,1,,,,,,,33,34,0
5066663,8,,,,,,,1,9,0
5066664,9,,,,,,47,,56,0
5066666,8,,,,,,,1,9,0
5066667,8,,,,,,,1,9,0
5066668,4,1,,,,,,,5,0
5066670,7,1,,,,,,,8,0
5066671,7,1,,,,,25,,33,0
5066672,7,1,,,,,32,,40,0
5066673,7,1,,,,,18,,26,0
5066674,,,,,,,,9,9,1
5066675,4,,,,,,36,1,41,0
5066676,,,,,,,7,1,8,0
5066680,5,,,,,,,1,6,0
5066681,,,,,,,7,1,8,0
5066682,9,,,,,,,,9,0
5066683,10,,,,,,,,10,0
5066684,4,,,,,,4,1,9,0
5066687,12,,,,,,,4,16,0
5066689,2,,,,,,16,,18,0
5066690,6,,,,,,,1,7,0
5066691,2,,,,,,29,,31,0
5066692,6,,,,,,,1,7,0
5066693,6,,,,,,,1,7,0
5066694,6,,,,,,,1,7,0
5066696,7,,,,,,,1,8,0
5066697,9,,,,,,,1,10,0
5066698,5,,,,,,4,,9,0
5066700,8,,,,,,30,,38,0
5066701,7,,,,,,,2,9,0
5066705,6,,,,,,20,,26,0
5066706,8,8,1,1,,,,40,58,0
5066707,20,4,,,,,,37,61,0
5066708,10,,,,,,8,1,19,0
5066709,25,,,,,,,2,27,0
5066710,6,1,1,,,,35,,43,0
5066711,10,,,,,,9,1,20,0
5066716,,,,,,,10,51,61,0
5066717,9,1,,,,,2,,12,0
5066719,1,,,,,,16,,17,0
5066720,10,2,,,,,6,,18,0
5066721,10,,,,,,3,,13,0
5066724,,,,,,,,21,21,1
5066727,1,,,,,,,10,11,0
5066731,,,,,,,,40,40,1
5066733,23,,,,,,3,,26,0
5066734,11,,,,,,16,,27,0
5066735,2,,,,,,,1,3,0
5066736,6,,,,,,47,,53,0
5066737,6,,,,,,4,,10,0
5066738,,,,,,,,40,40,1
5066739,5,,,,,,16,,21,0
5066742,3,,,,,,,58,61,0
5066745,3,,,,,,,22,25,0
5066746,2,,,,,,21,,23,0
5066747,17,,,,,,14,7,38,0
5066748,4,,,,,,,2,6,0
5066749,5,,,,,,,2,7,0
5066750,7,,,,,,,3,10,0
5066751,17,,,,,,2,7,26,0
5066754,4,,,,,,11,,15,0
5066755,8,,,,,,,1,9,0
5066756,4,,,,,,7,,11,0
5066757,8,,,,,,,,8,0
5066758,4,,,,,,4,,8,0
5066759,5,,,,,,,1,6,0
5066761,4,1,,,,,,,5,0
5066762,4,1,,,,,,,5,0
5066765,15,,,,,,,21,36,0
5066766,17,,,,,,,18,35,0
5066767,21,,,,,,,19,40,0
5066768,7,,,,,,,7,14,0
5066770,11,,,,,,23,,34,0
5066771,9,,,,,,52,,61,0
5066774,12,,,,,,5,,17,0
5066775,9,,,,,,36,,45,0
5066777,7,2,,,,,22,,31,0
5066778,2,,,,,,16,4,22,0
5066779,2,,,,,,11,4,17,0
5066783,3,,,,,,,,3,0
5066784,9,,,,,,32,1,42,0
5066785,3,,,,,,,,3,0
5066790,3,,,,,,6,,9,0
5066791,,,,,,,,32,32,1
5066792,6,,,,,,31,,37,0
5066793,6,,,,,,50,,56,0
5066794,17,,,,,,17,3,37,0
5066799,4,,,,,,4,3,11,0
5066800,3,,,,,,,3,6,0
5066801,4,,,,,,7,3,14,0
5066802,4,,,,,,8,3,15,0
5066803,,,,,,,,3,3,1
5066805,3,,,,,,,3,6,0
5066808,29,,,,,,7,7,43,0
5066809,9,1,,,,,24,,34,0
5066810,7,,,,,,,9,16,0
5066811,9,1,,,,,24,,34,0
5066812,24,,,,,,21,,45,0
5066814,8,1,,,,,10,1,20,0
5066816,8,,,,,,7,,15,0
5066817,10,1,,,,,,,11,0
5066819,6,,,,,,,,6,0
5066820,5,,,,,,,1,6,0
5066821,5,,,,,,,1,6,0
5066822,10,,,,,,18,,28,0
5066823,9,,,,,,23,1,33,0
5066824,24,,,,,,18,,42,0
5066825,12,,,,,,5,,17,0
5066826,5,,,,,,,1,6,0
5066827,10,,,,,,38,,48,0
5066831,7,,,,,,,1,8,0
5066832,2,,,,,,21,2,25,0
5066833,15,,,,,,17,,32,0
5066834,11,,,,,,25,,36,0
5066835,2,,,,,,41,2,45,0
5066836,5,,,,,,5,3,13,0
5066837,5,,,,,,,2,7,0
5066838,2,,,,,,,1,3,0
5066839,2,,,,,,,,2,0
5066840,38,,,,,,,2,40,0
5066841,1,,,,,,,40,41,0
5066842,15,,,,,,,25,40,0
5066843,6,,,,,,,9,15,0
5066844,28,,,,,,,1,29,0
5066845,38,,,,,,,6,44,0
5066846,5,,,,,,42,,47,0
5066847,39,,,,,,,6,45,0
5066848,6,,,,,,20,,26,0
5066850,10,1,,,,,39,1,51,0
5066858,11,,,,,,14,,25,0
5066859,11,,,,,,14,,25,0
5066860,5,,,,,,33,,38,0
5066862,8,,,,,,,3,11,0
5066864,5,,,,,,5,,10,0
5066865,3,,,,,,,1,4,0
5066866,5,,,,,,10,,15,0
5066867,,,,,,,,15,15,1
5066868,,,,,,,,15,15,1
5066869,,,,,,,,18,18,1
5066870,9,,,,,,,,9,0
5066871,,,,,,,,8,8,1
5066872,,,,,,,1,,1,0
5066873,11,,,,,,14,3,28,0
5066874,8,,,,,,10,1,19,0
5066875,,,,,,,,3,3,1
5066876,2,,,,,,,1,3,0
5066877,,,,,,,,6,6,1
5066878,,,,,,,,5,5,1
5066879,3,,,,,,,,3,0
5066880,2,,,,,,,,2,0
5066883,13,,,,,,,1,14,0
5066884,9,,,,,,6,3,18,0
5066885,7,,,,,,,8,15,0
5066886,8,,,,,,,7,15,0
5066888,7,,,,,,,1,8,0
5066889,12,,,,,,,7,19,0
5066890,13,,,,,,,1,14,0
5066891,11,,,,,,,3,14,0
5066892,6,,,,,,8,,14,0
5066893,4,,,,,,12,,16,0
5066895,24,,,,,,5,,29,0
5066898,7,,,,,,7,6,20,0
5066899,,,,,,,,8,8,1
5066900,,,,,,,,20,20,1
5066901,8,,,,,,,,8,0
5066906,12,,,,,,,,12,0
5066907,1,,,,,,,1,2,0
5066908,12,,,,,,,1,13,0
5066909,9,,,,,,,7,16,0
5066910,9,,,,,,,7,16,0
5066911,11,,,,,,,23,34,0
5066912,7,,,,,,,,7,0
5066913,1,,,,,,7,1,9,0
5066914,6,,,,,,,1,7,0
5066915,5,,,,,,10,1,16,0
5066916,8,,,,,,,6,14,0
5066917,,,,,,,,7,7,1
5066918,2,,,,,,,17,19,0
5066919,9,,,,,,,7,16,0
5066920,9,,,,,,,7,16,0
5066921,4,,,,,,,3,7,0
5066922,9,,,,,,,,9,0
5066923,9,,,,,,,7,16,0
5066924,10,,,,,,15,,25,0
5066925,2,,,,,,24,1,27,0
5066926,21,,,,,,,1,22,0
5066927,6,,,,,,17,,23,0
5066928,3,1,,,,,23,,27,0
5066929,9,,,,,,28,,37,0
5066930,1,,,,,,22,,23,0
5066931,6,,,,,,50,,56,0
5066932,3,,,,,,,1,4,0
5066935,6,,,,,,15,,21,0
5066936,10,,,,,,23,,33,0
5066937,8,,,,,,,,8,0
5066939,9,,,,,,8,,17,0
5066940,16,,,,,,,,16,0
5066941,18,,,,,,,1,19,0
5066942,11,,,,,,39,9,59,0
5066943,1,,,,,,5,,6,0
5066944,,,,,,,,14,14,1
5066949,,,,,,,6,11,17,0
5066950,14,,,,,,,,14,0
5066951,14,,,,,,,,14,0
5066952,1,,,,,,2,,3,0
5066953,,,,,,,,2,2,1
5066954,1,,,,,,4,,5,0
5066955,3,,,,,,7,,10,0
5066956,3,,,,,,6,9,18,0
5066959,13,,,,,,,,13,0
5066960,22,,,,,,14,,36,0
5066961,2,,,,,,10,,12,0
5066962,2,,,,,,7,,9,0
5066963,22,,,,,,,10,32,0
5066964,2,1,,,,,,5,8,0
5066965,,,,,,,,33,33,1
5066966,5,,,,,,30,,35,0
5066967,6,,,,,,25,,31,0
5066968,9,,,,,,43,,52,0
5066969,,,,,,,,39,39,1
5066971,5,,,,,,30,,35,0
5066973,,,,,,,,7,7,1
5066974,5,,,,,,21,,26,0
5066975,5,,,,,,30,,35,0
5066977,3,,,,,,8,,11,0
5066978,5,,,,,,,,5,0
5066979,10,,,,,,39,,49,0
5066980,,,,,,,,54,54,1
5066981,6,,,,,,21,,27,0
5066982,6,,,,,,8,,14,0
5066983,8,,,,,,,3,11,0
5066984,6,,,,,,22,,28,0
5066985,3,,,,,,,,3,0
5066986,2,,,,,,,1,3,0
5066988,45,,,,,,,2,47,0
5066993,38,1,,,,,,7,46,0
5066994,,,,,,,,10,10,1
5066995,,,,,,,,18,18,1
5066996,,,,,,,,16,16,1
5066997,,,,,,,,18,18,1
5066999,7,,,,,,,1,8,0
5067000,6,,,,,,,1,7,0
5067001,1,1,,,,,11,18,31,0
5067002,14,,,,,,,18,32,0
5067003,14,,,,,,,18,32,0
5067004,14,,,,,,,18,32,0
5067005,18,2,,,,,22,,42,0
5067006,4,,,,,,8,,12,0
5067015,24,,,,,,,1,25,0
5067016,1,,,,,,,1,2,0
5067017,,,,,,,,1,1,1
5067018,16,,,,,,9,,25,0
5067019,4,,,,,,17,1,22,0
5067020,16,,,,,,5,,21,0
5067021,4,,,,,,10,,14,0
5067022,9,,,,,,33,,42,0
5067023,8,,,,,,39,1,48,0
5067024,12,,,,,,20,,32,0
5067025,12,,,,,,20,,32,0
5067026,12,,,,,,20,,32,0
5067027,12,,,,,,12,,24,0
5067028,12,,,,,,19,,31,0
5067029,,,,,,,,7,7,1
5067030,,,,,,,,7,7,1
5067032,9,,,,,,36,,45,0
5067033,35,,,,,,,,35,0
5067035,9,,,,,,36,,45,0
5067038,11,,,,,,,1,12,0
5067039,4,,,,,,16,1,21,0
5067040,6,1,,,,,12,,19,0
5067041,4,,,,,,35,1,40,0
5067042,49,2,,,,,,1,52,0
5067044,5,,,,,,,1,6,0
5067045,,,,,,,23,,23,0
5067048,23,,,,,,,1,24,0
5067050,8,,,,,,24,,32,0
5067051,9,1,,,,,,1,11,0
5067052,8,,,,,,2,,10,0
5067054,8,,,,,,19,4,31,0
5067055,8,,,,,,28,4,40,0
5067056,10,,,,,,26,,36,0
5067057,8,,,,,,23,4,35,0
5067059,,,,,,,,42,42,1
5067060,3,,,,,,6,,9,0
5067061,6,,,,,,36,,42,0
5067062,17,,,,,,,6,23,0
5067063,5,,,,,,,,5,0
5067064,7,,,,,,,2,9,0
5067065,7,,,,,,,2,9,0
5067066,17,,,,,,,6,23,0
5067067,31,1,,,,,,1,33,0
5067070,14,,,,,,,,14,0
5067071,6,,,,,,,,6,0
5067073,16,,,,,,,1,17,0
5067074,9,,,,,,5,,14,0
5067075,2,,,,,,,,2,0
5067076,9,,,,,,17,,26,0
5067077,16,,,,,,,1,17,0
5067078,4,1,,,,,2,9,16,0
5067079,,,,,,,,4,4,1
5067080,,,,,,,,8,8,1
5067081,,,,,,,,8,8,1
5067083,10,,,,,,1,,11,0
5067084,9,,,,,,2,1,12,0
5067085,17,,,,,,28,10,55,0
5067086,4,,,,,,24,,28,0
5067087,20,,,,,,,7,27,0
5067088,9,,,,,,8,,17,0
5067089,9,,,,,,11,,20,0
5067090,9,,,,,,12,,21,0
5067092,5,,,,,,44,1,50,0
5067095,5,,,,,,8,1,14,0
5067096,4,,,,,,,,4,0
5067097,4,,,,,,,1,5,0
5067098,9,,,,,,22,,31,0
5067099,6,,,,,,3,,9,0
5067100,4,,,,,,,,4,0
5067101,7,,,,,,,2,9,0
5067102,34,,,,,,,,34,0
5067103,28,,,,,,,,28,0
5067106,5,,,,,,,1,6,0
5067107,4,,,,,,,1,5,0
5067112,3,,,,,,39,,42,0
5067114,3,,,,,,1,,4,0
5067115,4,1,,,,,8,,13,0
5067116,3,,,,,,25,,28,0
5067117,4,,,,,,24,1,29,0
5067118,,,,,,,50,10,60,0
5067124,1,,,,,,9,1,11,0
5067125,,,,,,,,21,21,1
5067126,,,,,,,,10,10,1
5067127,6,,,,,,16,,22,0
5067129,12,,,,,,29,,41,0
5067131,,,,,,,,1,1,1
5067132,12,,,,,,21,,33,0
5067133,5,,,,,,34,1,40,0
5067134,,,,,,,44,7,51,0
5067137,4,,,,,,,1,5,0
5067138,2,,,,,,,3,5,0
5067139,4,,,,,,,2,6,0
5067140,4,,,,,,,2,6,0
5067141,2,,,,,,,3,5,0
5067142,8,,,,,,33,,41,0
5067143,10,1,,,,,11,,22,0
5067144,6,,,,,,22,,28,0
5067145,6,,,,,,23,,29,0
5067146,6,,,,,,36,,42,0
5067147,22,,,,,,33,1,56,0
5067148,9,,,,,,,,9,0
5067149,12,,,,,,24,,36,0
5067152,25,,,,,,,11,36,0
5067154,11,,,,,,35,,46,0
5067155,2,,,,,,30,16,48,0
5067157,3,,,,,,,,3,0
5067158,15,5,,,,,3,,23,0
5067159,12,1,,,,,,1,14,0
5067160,16,2,,,,,30,,48,0
5067161,41,2,,,,,,,43,0
5067162,24,,,,,,,2,26,0
5067163,26,,,,,,,9,35,0
5067164,,,,,,,,17,17,1
5067165,15,,,,,,,2,17,0
5067166,21,,,,,,2,,23,0
5067167,,,,,,,,8,8,1
5067168,,,,,,,,23,23,1
5067169,21,,,,,,8,,29,0
5067170,,,,,,,,8,8,1
5067171,4,1,,,,,8,1,14,0
5067172,,,,,,,,18,18,1
5067173,,,,,,,,23,23,1
5067174,,,,,,,,12,12,1
5067175,3,,,,,,,13,16,0
5067177,21,,,,,,8,,29,0
5067178,6,,,,,,3,,9,0
5067179,6,,,,,,3,,9,0
5067180,,,,,,,,14,14,1
5067182,32,,,,,,,,32,0
5067183,4,,,,,,21,,25,0
5067184,32,,,,,,,1,33,0
5067185,32,,,,,,,1,33,0
5067186,6,,,,,,,2,8,0
5067187,24,,,,,,,,24,0
5067188,6,,,,,,4,1,11,0
5067189,7,,,,,,,,7,0
5067190,15,,,,,,,,15,0
5067191,8,,,,,,27,,35,0
5067192,26,2,,,,,,7,35,0
5067193,37,2,,,,,,7,46,0
5067194,,,,,,,,40,40,1
5067195,,,,,,,,46,46,1
5067196,,,,,,,,46,46,1
5067197,,,,,,,,46,46,1
5067198,,,,,,,,27,27,1
5067199,2,,,,,,13,,15,0
5067200,11,,,,,,2,,13,0
5067201,1,,,,,,27,1,29,0
5067202,26,2,,,,,17,3,48,0
5067203,14,2,,,,,36,2,54,0
5067205,29,2,,,,,,22,53,0
5067206,2,,,,,,,,2,0
5067207,27,1,,,,,,1,29,0
5067208,10,,,,,,,,10,0
5067209,35,1,1,1,1,4,9,1,53,0
5067210,4,,,,,,,1,5,0
5067212,4,,,,,,,2,6,0
5067213,14,,,,,,,9,23,0
5067214,5,,,,,,12,,17,0
5067215,9,,,,,,14,,23,0
5067216,10,,,,,,13,,23,0
5067217,13,,,,,,,22,35,0
5067218,16,,,,,,,19,35,0
5067219,10,,,,,,,25,35,0
5067222,6,,,,,,,18,24,0
5067223,8,1,,,,,21,,30,0
5067224,4,,,,,,41,,45,0
5067225,1,,,,,,47,,48,0
5067226,1,,,,,,33,17,51,0
5067228,27,,,,,,,13,40,0
5067232,12,,,,,,39,,51,0
5067233,15,,,,,,39,,54,0
5067236,17,,,,,,38,1,56,0
5067237,10,,,,,,20,,30,0
5067238,25,,,,,,18,,43,0
5067239,1,,,,,,3,,4,0
5067240,9,,,,,,,,9,0
5067241,1,,,,,,,8,9,0
5067242,32,,,,,,,,32,0
5067243,9,,,,,,8,,17,0
5067244,18,,,,,,33,,51,0
5067245,10,,,,,,9,,19,0
5067246,14,1,,,,,28,,43,0
5067247,4,,,,,,41,,45,0
5067248,38,1,,,,,10,,49,0
5067249,36,1,,,,,12,,49,0
5067253,20,,,,,,10,,30,0
5067254,9,,,,,,,,9,0
5067255,30,,,,,,,6,36,0
5067256,1,,,,,,,36,37,0
5067257,21,,,,,,,,21,0
5067258,10,,,,,,17,,27,0
5067259,13,,,,,,27,,40,0
5067260,19,,,,,,15,,34,0
5067261,12,,,,,,14,7,33,0
5067262,1,,,,,,,,1,0
5067263,14,,,,,,,19,33,0
5067264,10,,,,,,,5,15,0
5067265,1,,,,,,,13,14,0
5067266,2,,,,,,,4,6,0
5067267,2,,,,,,,21,23,0
5067268,1,,,,,,32,,33,0
5067273,12,,,,,,25,,37,0
5067274,2,,,,,,33,,35,0
5067275,10,,,,,,,,10,0
5067276,12,,,,,,6,,18,0
5067277,12,,,,,,,,12,0
5067278,5,,,,,,32,3,40,0
5067279,18,,,,,,38,,56,0
5067280,13,1,,,,,,29,43,0
5067281,4,,,,,,,,4,0
5067282,22,,,,,,23,,45,0
5067283,18,,,,,,38,,56,0
5067284,,,,,,,,35,35,1
5067285,4,,,,,,,12,16,0
5067286,4,,,,,,29,,33,0
5067287,35,,,,,,7,2,44,0
5067288,42,,,,,,7,1,50,0
5067289,2,,,,,,7,,9,0
5067290,2,,,,,,7,,9,0
5067291,6,,,,,,4,,10,0
5067292,17,,,,,,18,,35,0
5067294,10,,,,,,,12,22,0
5067295,14,,,,,,9,10,33,0
5067296,3,1,,,,,28,27,59,0
5067298,4,,,,,,6,1,11,0
5067299,1,,,,,,,10,11,0
5067300,7,,,,,,5,,12,0
5067301,,,,,,,,4,4,1
5067302,,,,,,,,21,21,1
5067303,6,,,,,,39,,45,0
5067304,14,1,,,,,3,9,27,0
5067306,14,1,,,,,,7,22,0
5067307,21,,,,,,,13,34,0
5067308,10,,,,,,,7,17,0
5067309,12,,,,,,26,,38,0
5067310,12,,,,,,3,,15,0
5067311,13,,,,,,,,13,0
5067312,6,,,,,,10,,16,0
5067313,11,,,,,,7,,18,0
5067314,16,,,,,,,1,17,0
5067315,7,,,,,,,4,11,0
5067316,7,,,,,,12,,19,0
